alertID,Rule Description,Source IP,MITRE ATT&CK Technique,Rule ID,Fired Times,Severity Level,Timestamp
1144,PAM: User login failed.,104.225.217.122,Password Guessing,5503,307,5,Apr 11 15:20:03
1145,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1505,5,Apr 11 14:31:04
1146,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,165,5,Apr 11 16:44:02
1147,PAM: User login failed.,104.225.217.122,Password Guessing,5503,70,5,Apr 11 15:04:02
1148,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1434,5,Apr 11 13:42:17
1149,Maximum authentication attempts exceeded.,39.100.241.126,Brute Force,5758,17,8,01-04-2011 12:52
1150,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,681,5,Apr 11 13:28:04
1151,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,27,10,Apr 11 13:15:52
1152,PAM: User login failed.,104.225.217.122,Password Guessing,5503,386,5,Apr 11 15:25:02
1153,PAM: User login failed.,139.186.181.185,Password Guessing,5503,583,5,01-04-2011 11:43
1154,PAM: User login failed.,104.225.217.122,Password Guessing,5503,919,5,Apr 11 13:45:02
1155,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,776,5,Apr 11 16:23:02
1156,PAM: User login failed.,1.117.73.36,Password Guessing,5503,713,5,Apr 11 13:40:25
1157,sshd: Attempt to login using a non-existent user,43.153.207.95,"Password Guessing,SSH",5710,198,5,01-04-2011 12:07
1158,PAM: User login failed.,104.225.217.122,Password Guessing,5503,310,5,Apr 11 15:20:03
1159,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1627,5,Apr 11 16:44:02
1160,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,63,5,01-04-2011 11:08
1161,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2371,5,Apr 11 16:58:01
1162,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,28,3,Apr 11 14:27:01
1163,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,782,5,Apr 11 16:23:05
1164,PAM: User login failed.,180.101.88.229,Password Guessing,5503,83,5,Apr 11 16:04:38
1165,PAM: User login failed.,81.30.162.18,Password Guessing,5503,761,5,01-04-2011 11:56
1166,sshd: Attempt to login using a non-existent user,190.155.233.179,"Password Guessing,SSH",5710,692,5,01-04-2011 11:41
1167,PAM: Login session closed.,Unknown,,5502,6,3,01-04-2011 12:35
1168,sshd: authentication failed.,1.117.73.36,"Password Guessing,SSH",5760,66,5,Apr 11 14:05:06
1169,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,755,5,Apr 11 14:11:03
1170,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,421,5,01-04-2011 11:38
1171,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,648,5,Apr 11 13:27:02
1172,PAM: User login failed.,104.225.217.122,Password Guessing,5503,172,5,Apr 11 15:11:02
1173,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,153,10,Apr 11 13:42:02
1174,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,5,5,Apr 11 15:00:05
1175,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,76,10,Apr 11 13:43:02
1176,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1145,5,Apr 11 15:38:01
1177,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,395,5,Apr 11 13:17:02
1178,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1695,5,Apr 11 13:46:01
1179,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,519,5,Apr 11 14:07:04
1180,PAM: User login failed.,104.225.217.122,Password Guessing,5503,54,5,Apr 11 16:03:01
1181,PAM: User login failed.,104.225.217.122,Password Guessing,5503,145,5,Apr 11 16:08:02
1182,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,179,5,Apr 11 13:47:40
1183,PAM: User login failed.,81.192.46.38,Password Guessing,5503,97,5,01-04-2011 12:05
1184,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,440,5,Apr 11 16:13:02
1185,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,55,10,Apr 11 16:15:02
1186,PAM: User login failed.,104.225.217.122,Password Guessing,5503,352,5,Apr 11 16:18:01
1187,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1301,5,Apr 11 14:59:02
1188,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,225,5,Apr 11 16:07:02
1189,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,433,5,Apr 11 15:14:03
1190,PAM: User login failed.,170.64.161.109,Password Guessing,5503,816,5,Apr 11 14:28:12
1191,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1693,5,Apr 11 15:58:03
1192,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,57,10,Apr 11 15:33:01
1193,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,81,5,Apr 11 14:16:12
1194,PAM: User login failed.,104.225.217.122,Password Guessing,5503,234,5,Apr 11 15:15:02
1195,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,197,5,Apr 11 13:09:02
1196,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,195,5,Apr 11 16:52:01
1197,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,91,5,Apr 11 16:24:04
1198,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,264,5,Apr 11 14:20:57
1199,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1792,5,Apr 11 16:47:02
1200,PAM: Login session opened.,Unknown,Valid Accounts,5501,44,3,Apr 11 13:43:01
1201,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,102,10,01-04-2011 11:55
1202,PAM: User login failed.,104.225.217.122,Password Guessing,5503,581,5,Apr 11 16:29:02
1203,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,166,5,01-04-2011 11:17
1204,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1708,5,Apr 11 16:45:05
1205,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,858,5,Apr 11 14:13:02
1206,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1585,5,Apr 11 16:43:04
1207,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2675,5,Apr 11 13:58:03
1208,PAM: User login failed.,202.185.181.42,Password Guessing,5503,776,5,Apr 11 16:38:03
1209,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1282,5,Apr 11 15:43:02
1210,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1828,5,Apr 11 14:42:03
1211,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,646,5,Apr 11 13:27:02
1212,PAM: User login failed.,104.225.217.122,Password Guessing,5503,18,5,Apr 11 13:03:02
1213,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1685,5,Apr 11 14:37:02
1214,PAM: User login failed.,104.225.217.122,Password Guessing,5503,594,5,Apr 11 13:37:02
1215,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,907,5,Apr 11 15:30:04
1216,PAM: User login failed.,104.225.217.122,Password Guessing,5503,457,5,Apr 11 13:32:02
1217,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,288,5,Apr 11 15:09:04
1218,sshd: Attempt to login using a non-existent user,136.228.161.67,"Password Guessing,SSH",5710,885,5,01-04-2011 11:54
1219,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,489,5,Apr 11 15:16:04
1220,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1837,5,Apr 11 14:43:01
1221,PAM: User login failed.,104.225.217.122,Password Guessing,5503,563,5,Apr 11 16:28:02
1222,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,937,5,Apr 11 16:28:02
1223,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2218,5,Apr 11 13:53:02
1224,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2054,5,Apr 11 14:51:01
1225,syslog: User missed the password more than one time,Unknown,Brute Force,2502,131,10,01-04-2011 12:57
1226,sshd: Attempt to login using a non-existent user,194.113.236.217,"Password Guessing,SSH",5710,16,5,01-04-2011 12:00
1227,syslog: User authentication failure.,Unknown,,2501,19,5,01-04-2011 12:53
1228,PAM: User login failed.,104.225.217.122,Password Guessing,5503,902,5,Apr 11 15:56:02
1229,PAM: User login failed.,104.225.217.122,Password Guessing,5503,164,5,Apr 11 13:13:02
1230,sshd: authentication failed.,218.92.0.113,"Password Guessing,SSH",5760,402,5,Apr 11 16:53:25
1231,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,767,5,Apr 11 14:11:04
1232,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,603,5,Apr 11 16:18:03
1233,PAM: User login failed.,104.225.217.122,Password Guessing,5503,460,5,Apr 11 16:23:02
1234,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,22,3,Apr 11 15:21:01
1235,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2301,5,Apr 11 14:59:02
1236,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1282,5,Apr 11 14:58:02
1237,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,439,5,Apr 11 14:53:26
1238,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1738,5,Apr 11 14:39:02
1239,syslog: User missed the password more than one time,39.100.241.126,Brute Force,2502,112,10,01-04-2011 12:52
1240,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,29,10,Apr 11 14:11:03
1241,Maximum authentication attempts exceeded.,39.100.241.126,Brute Force,5758,25,8,01-04-2011 12:54
1242,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,447,5,Apr 11 14:57:04
1243,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,683,5,Apr 11 15:23:01
1244,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2102,5,Apr 11 14:52:04
1245,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,809,5,Apr 11 16:24:02
1246,PAM: User login failed.,194.113.236.217,Password Guessing,5503,237,5,01-04-2011 12:14
1247,PAM: User login failed.,104.225.217.122,Password Guessing,5503,291,5,Apr 11 13:22:02
1248,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,972,5,01-04-2011 11:58
1249,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,66,10,Apr 11 14:29:02
1250,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1480,5,Apr 11 14:30:05
1251,PAM: User login failed.,104.225.217.122,Password Guessing,5503,901,5,Apr 11 14:33:03
1252,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,329,5,Apr 11 16:10:02
1253,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,218,5,Apr 11 15:07:02
1254,PAM: User login failed.,104.225.217.122,Password Guessing,5503,832,5,Apr 11 16:41:01
1255,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1160,5,Apr 11 14:20:02
1256,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1002,5,Apr 11 15:33:03
1257,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1621,5,Apr 11 14:35:05
1258,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1063,5,Apr 11 13:37:02
1259,PAM: User login failed.,136.228.161.67,Password Guessing,5503,47,5,01-04-2011 12:02
1260,PAM: Login session closed.,Unknown,,5502,59,3,Apr 11 13:58:04
1261,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,95,10,01-04-2011 11:54
1262,PAM: User login failed.,104.225.217.122,Password Guessing,5503,931,5,Apr 11 16:44:02
1263,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2067,5,Apr 11 14:51:03
1264,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,546,5,Apr 11 13:23:02
1265,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,194,5,Apr 11 14:02:03
1266,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,790,5,Apr 11 13:31:05
1267,PAM: User login failed.,170.64.161.109,Password Guessing,5503,851,5,Apr 11 13:43:45
1268,sshd: Attempt to login using a non-existent user,39.98.194.229,"Password Guessing,SSH",5710,317,5,01-04-2011 12:13
1269,PAM: Login session opened.,Unknown,Valid Accounts,5501,57,3,Apr 11 16:57:02
1270,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1159,5,Apr 11 14:20:02
1271,PAM: User login failed.,104.225.217.122,Password Guessing,5503,166,5,Apr 11 16:09:02
1272,PAM: User login failed.,104.225.217.122,Password Guessing,5503,804,5,Apr 11 14:28:01
1273,PAM: User login failed.,170.64.161.109,Password Guessing,5503,708,5,Apr 11 14:22:10
1274,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1305,5,Apr 11 13:40:37
1275,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,108,5,Apr 11 13:31:02
1276,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,98,5,Apr 11 14:07:51
1277,PAM: User login failed.,104.225.217.122,Password Guessing,5503,196,5,Apr 11 15:13:02
1278,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,131,5,Apr 11 13:06:03
1279,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,204,5,Apr 11 13:38:41
1280,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,416,5,Apr 11 16:12:04
1281,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,59,10,Apr 11 13:35:03
1282,sshd: authentication failed.,39.109.117.82,"Password Guessing,SSH",5760,504,5,01-04-2011 11:50
1283,PAM: User login failed.,104.225.217.122,Password Guessing,5503,779,5,Apr 11 14:26:01
1284,sshd: Attempt to login using a non-existent user,14.215.46.149,"Password Guessing,SSH",5710,1027,5,Apr 11 16:30:48
1285,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,198,5,Apr 11 14:15:29
1286,sshd: Attempt to login using a non-existent user,202.185.181.42,"Password Guessing,SSH",5710,1060,5,Apr 11 16:31:05
1287,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,568,5,Apr 11 13:24:02
1288,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,52,10,Apr 11 13:31:36
1289,sshd: Attempt to login using a non-existent user,39.109.117.82,"Password Guessing,SSH",5710,544,5,01-04-2011 12:29
1290,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,785,5,Apr 11 16:23:05
1291,sshd: Attempt to login using a non-existent user,39.100.241.126,"Password Guessing,SSH",5710,757,5,01-04-2011 12:57
1292,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1338,5,Apr 11 16:38:04
1293,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,764,5,01-04-2011 11:48
1294,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1721,5,Apr 11 15:59:04
1295,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1147,5,Apr 11 14:19:48
1296,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,192,5,Apr 11 15:52:01
1297,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,277,5,Apr 11 15:09:02
1298,sshd: authentication failed.,136.228.161.67,"Password Guessing,SSH",5760,304,5,01-04-2011 12:29
1299,PAM: User login failed.,104.225.217.122,Password Guessing,5503,449,5,Apr 11 14:12:02
1300,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,314,5,Apr 11 13:14:02
1301,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,992,5,Apr 11 15:33:01
1302,sshd: Attempt to login using a non-existent user,136.228.161.67,"Password Guessing,SSH",5710,64,5,01-04-2011 12:02
1303,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,69,10,Apr 11 13:40:02
1304,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,921,5,Apr 11 16:27:04
1305,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1537,5,Apr 11 14:32:04
1306,sshd: authentication failed.,212.64.10.125,"Password Guessing,SSH",5760,154,5,Apr 11 14:11:19
1307,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1095,5,Apr 11 16:51:02
1308,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1772,5,Apr 11 13:47:02
1309,sshd: authentication failed.,175.123.253.229,"Password Guessing,SSH",5760,162,5,01-04-2011 12:13
1310,sshd: Attempt to login using a non-existent user,175.123.253.229,"Password Guessing,SSH",5710,385,5,01-04-2011 12:17
1311,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,763,5,Apr 11 15:25:05
1312,sshd: Attempt to login using a non-existent user,170.64.196.141,"Password Guessing,SSH",5710,473,5,01-04-2011 12:23
1313,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,133,5,Apr 11 13:06:03
1314,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1901,5,Apr 11 14:45:03
1315,PAM: User login failed.,104.225.217.122,Password Guessing,5503,162,5,Apr 11 13:13:02
1316,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2152,5,Apr 11 13:52:03
1317,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,702,5,01-04-2011 12:50
1318,PAM: User login failed.,104.225.217.122,Password Guessing,5503,536,5,Apr 11 16:27:01
1319,PAM: User login failed.,104.225.217.122,Password Guessing,5503,486,5,Apr 11 16:24:03
1320,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,106,5,Apr 11 15:03:04
1321,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1643,5,Apr 11 15:57:03
1322,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,183,5,Apr 11 14:02:01
1323,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,200,5,Apr 11 15:53:04
1324,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,285,5,Apr 11 14:24:36
1325,sshd: authentication failed.,81.192.46.38,"Password Guessing,SSH",5760,65,5,01-04-2011 12:05
1326,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,94,5,01-04-2011 12:03
1327,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,194,5,Apr 11 13:50:04
1328,sshd: Attempt to login using a non-existent user,43.153.207.95,"Password Guessing,SSH",5710,824,5,01-04-2011 11:51
1329,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,434,5,Apr 11 14:50:37
1330,sshd: Attempt to login using a non-existent user,188.166.47.99,"Password Guessing,SSH",5710,5,5,01-04-2011 12:00
1331,sshd: Attempt to login using a non-existent user,43.153.43.196,"Password Guessing,SSH",5710,19,5,01-04-2011 11:01
1332,sshd: Attempt to login using a non-existent user,157.245.104.97,"Password Guessing,SSH",5710,218,5,01-04-2011 12:08
1333,PAM: Login session opened.,Unknown,Valid Accounts,5501,17,3,Apr 11 14:16:01
1334,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,782,5,Apr 11 14:11:37
1335,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,237,5,01-04-2011 11:23
1336,PAM: User login failed.,81.192.46.38,Password Guessing,5503,781,5,01-04-2011 11:58
1337,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,16,3,Apr 11 14:15:01
1338,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,3,3,Apr 11 14:02:01
1339,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,398,5,Apr 11 13:50:19
1340,sshd: Attempt to login using a non-existent user,94.207.107.75,"Password Guessing,SSH",5710,406,5,01-04-2011 12:18
1341,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,285,5,Apr 11 13:12:03
1342,PAM: User login failed.,104.225.217.122,Password Guessing,5503,822,5,Apr 11 13:43:02
1343,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1888,5,Apr 11 14:44:04
1344,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,16,3,Apr 11 15:15:01
1345,PAM: User login failed.,104.225.217.122,Password Guessing,5503,597,5,Apr 11 16:30:02
1346,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1175,5,Apr 11 14:50:02
1347,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,199,5,Apr 11 14:02:03
1348,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1990,5,Apr 11 14:48:03
1349,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1029,5,Apr 11 15:34:02
1350,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2754,5,Apr 11 13:59:02
1351,sshd: authentication failed.,39.100.241.126,"Password Guessing,SSH",5760,382,5,01-04-2011 12:47
1352,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,232,5,Apr 11 13:40:50
1353,PAM: User login failed.,104.225.217.122,Password Guessing,5503,659,5,Apr 11 16:33:01
1354,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1789,5,Apr 11 14:41:02
1355,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,931,5,Apr 11 15:31:04
1356,sshd: Attempt to login using a non-existent user,39.109.117.82,"Password Guessing,SSH",5710,76,5,01-04-2011 12:03
1357,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,531,5,Apr 11 16:16:02
1358,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,928,5,Apr 11 13:35:03
1359,PAM: Login session closed.,Unknown,,5502,2,3,Apr 11 16:01:05
1360,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,173,5,Apr 11 14:38:02
1361,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,24,10,Apr 11 15:14:02
1362,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,72,10,01-04-2011 11:38
1363,sshd: Attempt to login using a non-existent user,139.186.181.185,"Password Guessing,SSH",5710,538,5,01-04-2011 12:29
1364,PAM: User login failed.,180.101.88.229,Password Guessing,5503,345,5,Apr 11 14:09:06
1365,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,274,5,Apr 11 14:22:47
1366,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,757,5,Apr 11 15:25:04
1367,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1427,5,Apr 11 14:28:42
1368,PAM: User login failed.,202.185.181.42,Password Guessing,5503,613,5,Apr 11 16:31:01
1369,sshd: Attempt to login using a non-existent user,188.166.47.99,"Password Guessing,SSH",5710,6,5,01-04-2011 12:00
1370,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,343,5,Apr 11 13:15:02
1371,PAM: User login failed.,43.153.43.196,Password Guessing,5503,14,5,01-04-2011 11:01
1372,PAM: User login failed.,104.225.217.122,Password Guessing,5503,95,5,Apr 11 13:08:02
1373,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,46,10,01-04-2011 12:23
1374,sshd: authentication failed.,110.40.132.227,"Password Guessing,SSH",5760,154,5,Apr 11 16:18:28
1375,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,33,10,Apr 11 13:20:30
1376,PAM: User login failed.,104.225.217.122,Password Guessing,5503,477,5,Apr 11 13:33:02
1377,PAM: Login session opened.,Unknown,Valid Accounts,5501,9,3,Apr 11 15:08:01
1378,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,163,10,Apr 11 15:44:04
1379,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1351,5,Apr 11 13:41:06
1380,PAM: User login failed.,180.101.88.229,Password Guessing,5503,499,5,01-04-2011 12:48
1381,PAM: User login failed.,180.101.88.229,Password Guessing,5503,804,5,01-04-2011 11:59
1382,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,67,10,Apr 11 14:29:02
1383,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,686,5,Apr 11 15:23:01
1384,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,96,5,Apr 11 15:03:02
1385,PAM: User login failed.,43.153.207.95,Password Guessing,5503,298,5,01-04-2011 12:18
1386,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1766,5,Apr 11 14:40:02
1387,sshd: Attempt to login using a non-existent user,110.40.132.227,"Password Guessing,SSH",5710,518,5,Apr 11 16:15:24
1388,PAM: User login failed.,104.225.217.122,Password Guessing,5503,396,5,Apr 11 15:25:02
1389,sshd: Attempt to login using a non-existent user,14.215.46.149,"Password Guessing,SSH",5710,801,5,Apr 11 16:23:53
1390,PAM: User login failed.,180.101.88.229,Password Guessing,5503,240,5,Apr 11 15:15:33
1391,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,219,5,Apr 11 13:39:50
1392,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,628,5,Apr 11 14:09:02
1393,PAM: User login failed.,180.101.88.229,Password Guessing,5503,136,5,Apr 11 16:07:20
1394,PAM: User login failed.,104.225.217.122,Password Guessing,5503,301,5,Apr 11 14:08:02
1395,PAM: User login failed.,1.117.73.36,Password Guessing,5503,496,5,Apr 11 14:13:50
1396,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1083,5,Apr 11 14:18:01
1397,PAM: User login failed.,104.225.217.122,Password Guessing,5503,33,5,Apr 11 15:02:01
